	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
Londens/adj	0.9551102	0.92473453	0.96596104	0.78026533	0.9621374	0.9430359	0.89817643	0.9286326	0.84850395	0.8159867	0.95592535	0.8368739	0.9285837	0.8432078	0.9207333	0.7422625	0.9137004	0.97494483	0.9573172	0.972954	0.8838336	0.90298927	0.84006536	0.875502	0.90580297	0.95793176	0.94137645	0.9949828	0.93972594	0.74452573	0.87181556	0.89540255	0.8711161	0.8931888	0.907506	0.9536658	0.878797	0.9143065	0.74251014	0.9481469	0.94957006	0.87903047	0.9144923	0.97650355	0.9422512	0.9256735	0.868352	0.8445405	0.8805542	0.88741857	0.9812959	0.9358151	0.9666738	0.8880873	0.8936968	0.9031544	0.77174985	0.83415186	0.90527964	0.96392864	0.90168697	0.9419704	0.8939789	0.9097644	0.80003095	0.93117005	0.9024709	0.8402132	0.9119967	0.9583197	0.62291765	0.95383865	0.982481	0.938638	0.94314426	0.9329225	0.89565986	0.9487891	1.0	0.9325331	0.67967427	0.9796951	0.83108276	0.9247663	0.9748619	0.90419036	0.93970555	0.9442255	0.81290954	0.9298635	0.85477906	0.92616445	0.9618545	0.86818224	0.94909114	0.804723	0.8607914	0.89602214	0.84776115	0.9290806	0.92190003	0.83504736	0.98022443	0.9275514	0.87988365	0.8791115	0.6446345	0.9916296	0.9536988	0.99234223	0.9259783	0.90569764	0.942107	0.92279404	0.9701171	0.87191856	0.92272204	0.8263999	0.91444945	0.9621814	0.97862256	0.75165445	0.9128131	0.866017	0.763214	0.9190788	0.8919501	0.92478865	0.9900845	0.9778059	0.94842774	0.95954674	0.94916624	0.8182137	0.94881815	0.978006	0.90400493	0.8984285	0.8797035	0.9626853	0.8861009	0.9207178	0.780534	0.9336313	0.93747324	0.835847	0.9767071	0.79584026	0.98890644	0.9963374	0.836789	0.85501444	0.977196	0.94485855	0.8987221	0.9298143	0.91736245	0.88965094	0.67091674	0.7593186	0.9422544	0.9764226	0.92189944	0.94538444	0.57930934	0.9158186	0.8208526	0.92856836	0.9486754	0.9792442	0.8832271	0.8800143	0.9054297	0.8989429	0.8723106	0.6442654	0.82017195	0.9184794	0.9423789	0.94509685	0.938901	0.9688565	0.0	0.9747032	0.9866994	0.85373735	0.8937533	0.8809802	0.917474	0.43297642	0.8763369	0.9135235	0.99965274	0.9183406	0.9596939	0.898041	0.92795926	0.99169874	0.9488407	0.95121944	0.8316308	0.945015
box/noun	0.97007436	0.767676	0.9586828	0.93191516	0.7195343	0.80205584	0.89178175	0.82989347	0.8542185	0.9723364	0.85705423	0.98866004	0.94922745	0.986034	0.7702254	0.8566792	0.9422423	0.8671745	0.87512064	0.74443805	0.6869112	0.9416781	0.8631017	0.864279	0.92210513	0.8935129	0.77555645	0.5879438	0.7584517	0.9578182	0.83620024	0.9642599	0.8929601	0.93399215	0.94580483	0.9777017	0.95975906	0.91370296	0.8323673	0.9566623	0.5023445	0.9123412	0.7807359	0.87305635	0.5323434	0.9521278	0.7866055	0.8163341	0.8996293	0.9589308	0.6335623	0.85244876	0.8181864	0.8115305	0.7674216	0.87826324	0.9309407	0.877593	0.9888339	0.75648296	0.9421513	0.61900365	0.899477	0.8298867	0.8461552	0.5133716	0.6866093	0.7106426	0.69564635	0.9715119	0.8903066	0.7352077	0.93160367	0.9161678	0.9305089	0.38416827	0.9391631	0.83733785	0.9843398	0.9565209	0.97966087	0.738246	0.76031715	0.9661853	0.80304414	0.68911535	0.8459606	0.77709293	0.9036755	0.95124215	0.95325065	0.36521405	0.57787025	0.7651156	0.96952546	0.84741974	0.9875429	0.8597412	0.6887999	0.52390695	0.8563345	0.524325	0.972471	0.9558904	0.9489101	0.9894112	0.812253	0.97819644	0.5500548	0.95127195	0.62172425	0.82287055	0.83133626	0.5917534	0.65450233	0.8095775	0.7836015	0.964625	0.9723122	0.8693015	0.7998401	0.95558375	0.99652565	0.72364825	0.8658544	0.68499094	0.93280375	0.95328987	0.7212789	0.96174455	0.9728048	0.9914245	0.8928673	0.98385864	0.9362664	0.41688204	0.9066864	0.75994766	0.9381492	0.941814	0.9380577	0.8235906	0.9528987	0.7794768	0.9126744	0.81341416	0.8801208	0.93202215	0.55557597	0.9598278	0.970617	0.9563776	0.6941623	0.84639585	0.88653237	0.8028159	0.9619589	0.9034647	0.98406863	0.9450551	0.44812322	0.44360864	0.9491626	0.6493342	0.9343032	0.75845194	0.9381799	0.77720183	0.7883154	0.9176817	0.89002717	0.8294065	0.94486153	0.96246004	0.8724637	0.9255346	0.9428174	0.9198193	0.86212623	0.72295475	0.8512432	0.8602558	0.9747032	0.0	0.9236685	0.8925109	0.86487174	0.9865698	0.9509293	0.96987903	0.82114375	0.9912014	0.7798369	0.9141288	0.9974935	0.9654207	0.9486197	0.8169508	0.7974327	0.6832238	0.91393894	0.43054575
en/noun	0.9927639	0.99304444	0.9733138	0.9755875	0.71929264	0.72233015	0.99597126	0.9607172	0.92181844	0.98049104	0.9259032	0.9463445	0.98021847	0.9844386	0.86322045	0.9799943	0.7375092	0.99038404	0.8381836	0.9784467	0.9173864	0.9675418	0.9466741	0.8653569	0.9722078	0.913512	0.88275623	0.9387747	0.82163423	0.9816236	0.9180232	0.94334996	0.9656081	0.9071104	0.97453845	0.94764066	0.9403877	0.9444518	0.915441	0.9724697	0.6425369	0.91917115	0.9008432	0.998121	0.9252592	0.9966386	0.7779761	0.9521041	0.95139617	0.96647733	0.9031669	0.9769941	0.9632082	0.860611	0.77208734	0.97661483	0.9743498	0.97602034	0.98152393	0.9649221	0.9362894	0.7293694	0.9654423	0.9559223	0.9684377	0.9245997	0.9628904	0.93359774	0.63403344	0.9620926	0.9954942	0.8575195	0.98429567	0.8153898	0.9923036	0.8858081	0.9300777	0.98393303	0.99126714	0.99265766	0.99628556	0.4232028	0.9413877	0.9903491	0.93046516	0.9098553	0.95516115	0.8097278	0.9801981	0.99005216	0.95949227	0.9317758	0.7165811	0.8951209	0.99696064	0.9746176	0.9803248	0.9555694	0.9673664	0.7760482	0.9405272	0.90006936	0.9977428	0.9257236	0.99676555	0.99978715	0.9877365	0.989955	0.9122178	0.6316265	0.5619352	0.9082105	0.9690828	0.9026463	0.90067816	0.9440254	0.91209924	0.9989396	0.98388404	0.97906697	0.98488027	0.99356824	0.9377473	0.9026343	0.89484775	0.97532195	0.9160206	0.9945181	0.936482	0.92439276	0.97420657	0.8847691	0.764425	0.96911925	0.8509538	0.6092559	0.9773867	0.96686894	0.99221367	0.9567184	0.9459737	0.910668	0.9797869	0.8921379	0.98195577	0.9769456	0.98532254	0.9627833	0.5725887	0.9990957	0.99355316	0.95492494	0.9425198	0.7617208	0.77246445	0.74726284	0.9850082	0.8592242	0.9866366	0.9840369	0.90779203	0.8029897	0.9199069	0.8284397	0.8984343	0.9409226	0.94352037	0.9832552	0.9560049	0.93860155	0.97989804	0.87868494	0.9711711	0.98642105	0.98287237	0.97702944	0.9434974	0.96740264	0.90919954	0.9326718	0.9589809	0.94266486	0.9866994	0.9236685	0.0	0.9837804	0.9633107	0.96735597	0.96818554	0.97406805	0.88142353	0.9889057	0.4276604	0.9783936	0.9757392	0.9866955	0.9974751	0.44317967	0.7505467	0.9827583	0.9851887	0.9086311
grif/adj	0.78335536	0.8711519	0.8827549	0.8633777	0.9453329	0.8928102	0.93563575	0.93816346	0.9027929	0.8021456	0.90269053	0.9233699	0.9088445	0.8540699	0.88519335	0.9329793	0.9756764	0.80601805	0.8791368	0.7721905	0.89460534	0.9362491	0.9858783	0.84814996	0.8811803	0.89187515	0.901417	0.9178047	0.94022787	0.7279322	0.9238984	0.8073754	0.97126037	0.8896334	0.97493595	0.9812497	0.9355316	0.8503082	0.913707	0.8965091	0.8995414	0.9482116	0.9241944	0.764184	0.877137	0.7207918	0.89685416	0.9514259	0.9341594	0.97422844	0.91406786	0.927777	0.9720412	0.8853426	0.9418125	0.87926155	0.75382316	0.9136679	0.88035965	0.8317725	0.9807484	0.9569498	0.98253417	0.99105954	0.8578096	0.83331287	0.90649694	0.900557	0.8883217	0.8892523	0.83548915	0.91746104	0.92116547	0.97980946	0.9650055	0.7770837	0.9314761	0.8346355	0.97488993	0.8805027	0.72696674	0.94826245	0.8836675	0.82141507	0.9244415	0.9632191	0.94188696	0.9295176	0.91174936	0.9616188	0.833855	0.80924636	0.9364642	0.9324117	0.9460894	0.925807	0.8857785	0.91760397	0.9461118	0.9053046	0.9395675	0.85492146	0.9941549	0.96786374	0.85892653	0.8908811	0.8493587	0.95088685	0.8621119	0.9914185	0.8654591	0.90756965	0.96015453	0.8710607	0.95686734	0.93272287	0.91780025	0.88011414	0.8857124	0.9738122	0.86857986	0.8947762	0.9227206	0.9321907	0.8496335	0.868366	0.97879386	0.76220727	0.89603037	0.93811744	0.91858864	0.98850065	0.90469587	0.6276504	0.88831455	0.91705877	0.98354036	0.8365011	0.8825573	0.84251654	0.93133086	0.9360474	0.9183218	0.88360393	0.88067555	0.91160923	0.9274845	0.9419051	0.9164137	0.794863	0.84369683	0.84539825	0.96388817	0.9828014	0.92826843	0.9085604	0.91340786	0.97504836	0.67845917	0.9649934	0.8098098	0.91137904	0.99193335	0.9336503	0.93274033	0.9498052	0.86501265	0.8790182	0.93755865	0.8717577	0.94700265	0.908061	0.91453654	0.8743176	0.9352854	0.8880378	0.92798483	0.8452514	0.9306549	0.9505334	0.9437718	0.85472214	0.85373735	0.8925109	0.9837804	0.0	0.89295226	0.97290856	0.8795988	0.92832756	0.94377196	0.92622524	0.9813606	0.9250354	0.98361325	0.82494825	0.8171017	0.9807581	0.933031	0.88908356	0.7940639	0.8963066
liter/noun	0.613989	0.94361544	0.92117935	0.8181448	0.7232555	0.78649676	0.89160913	0.8533182	0.9038017	0.8325659	0.8855586	0.9946711	0.9243347	0.78773344	0.71352416	0.9571881	0.83840847	0.85636544	0.77908355	0.9437225	0.7575193	0.9023755	0.9372977	0.9483481	0.9606097	0.7847733	0.45005268	0.8722382	0.6972891	0.90184826	0.8430455	0.8247447	0.8173547	0.9157711	0.96575016	0.9694197	0.7204132	0.67520785	0.6174936	0.9032343	0.6085571	0.8447883	0.8562872	0.99228173	0.74312276	0.8589152	0.54375064	0.8138086	0.86433744	0.91981024	0.85760164	0.52302	0.8367398	0.942721	0.78870815	0.9088493	0.6977563	0.71161276	0.99041164	0.91925615	0.93910736	0.6886467	0.9025447	0.87770677	0.8041476	0.9004925	0.5918426	0.549404	0.7448685	0.95445895	0.8584933	0.605976	0.95066494	0.912925	0.728899	0.65254223	0.7705018	0.9097555	0.9927737	0.96508574	0.78262174	0.9096168	0.86639506	0.8181909	0.881019	0.8716115	0.8992074	0.8018019	0.8210232	0.9511284	0.8636931	0.79413974	0.7500788	0.71462524	0.9549243	0.90756166	0.82707477	0.68546414	0.86314905	0.6621406	0.9116764	0.7786078	0.9041436	0.9845454	0.97708356	0.91087466	0.9579481	0.94444	0.78463113	0.9562828	0.8490819	0.8474557	0.79841936	0.6505412	0.85594565	0.9161741	0.8232475	0.8969507	0.845281	0.9127352	0.93976027	0.9410124	0.9879917	0.57282615	0.8621595	0.75362897	0.9197851	0.76468736	0.8309945	0.89416146	0.93569374	0.9983566	0.8169628	0.9178115	0.8352007	0.79492325	0.9178682	0.7133788	0.95050377	0.5335332	0.8725116	0.63422173	0.99450034	0.90112656	0.92770153	0.6849627	0.92681724	0.99720764	0.74809265	0.9144439	0.8259385	0.8861709	0.7311442	0.8964928	0.92451096	0.83806914	0.898578	0.9537162	0.80438405	0.69214296	0.8178855	0.88313735	0.9033816	0.82567716	0.933269	0.8025186	0.8916215	0.92467576	0.6008894	0.5272458	0.9604962	0.7618609	0.8834529	0.9737943	0.5739609	0.9470081	0.79495025	0.9396097	0.87003934	0.8116948	0.7625489	0.8529695	0.8937533	0.86487174	0.9633107	0.89295226	0.0	0.9836965	0.9503865	0.8601604	0.7787694	0.9864654	0.9203767	0.81121206	0.9879714	0.981716	0.5562485	0.8764333	0.50761294	0.9088759	0.9497887	0.7824998
prinses/noun	0.9143338	0.9716769	0.87307733	0.88945013	0.91546446	0.88241214	0.99075025	0.79857796	0.88380456	0.8356156	0.8663248	0.6864494	0.93856275	0.90763247	0.9720094	0.88622135	0.8637718	0.95034695	0.9096279	0.9882732	0.8852755	0.91310257	0.8243459	0.908339	0.71743286	0.92497766	0.96050423	0.9899244	0.9894002	0.9417345	0.9815379	0.9057253	0.9113205	0.9139804	0.99488187	0.9901366	0.9378357	0.97826695	0.94695437	0.9370159	0.9573564	0.93828017	0.964512	0.88041025	0.9669011	0.97466993	0.96024346	0.92051005	0.93977225	0.98148245	0.9860901	0.9861181	0.93919617	0.9581284	0.8782561	0.96154267	0.9117337	0.9895735	0.7787031	0.9480737	0.91459656	0.95004135	0.9640278	0.9213531	0.8870956	0.98377573	0.9853177	0.9630541	0.95853055	0.97614133	0.93493277	0.9641875	0.9677192	0.996534	0.96833134	0.9251668	0.9477816	0.9953793	0.81549937	0.84568363	0.93811446	0.99597293	0.84405154	0.8198205	0.897769	0.9445026	0.99333733	0.9171207	0.9132609	0.9954905	0.93088007	0.97369957	0.9322601	0.9521819	0.9347955	0.90445733	0.9502825	0.9404336	0.90232587	0.9264605	0.9481113	0.9747647	0.7395481	0.916679	0.96191406	0.86741877	0.8523074	0.98948896	0.91612774	0.8744699	0.9205198	0.93086505	0.988523	0.96598536	0.9954007	0.9730179	0.98917323	0.86606157	0.93025607	0.93426585	0.9978686	0.8997135	0.9307781	0.9222706	0.9949196	0.97011656	0.97959447	0.8114016	0.9519691	0.9864387	0.87781906	0.7996321	0.9216624	0.78783655	0.92664695	0.94414777	0.9549959	0.98517555	0.8428669	0.9894295	0.9427562	0.9437191	0.7220104	0.9102675	0.91086173	0.9788957	0.77425236	0.47380662	0.86554325	0.77195233	0.7954384	0.93039584	0.9953323	0.9190471	0.990872	0.9389211	0.92287594	0.84281677	0.88880354	0.9974244	0.95806956	0.8910208	0.8532785	0.9811721	0.61597306	0.9907593	0.81090665	0.860723	0.9840182	0.9507224	0.92717594	0.92233646	0.9020921	0.81855243	0.9971795	0.9231543	0.9076249	0.9334367	0.9858972	0.9596549	0.9831236	0.99725074	0.8809802	0.9865698	0.96735597	0.97290856	0.9836965	0.0	0.9537843	0.884708	0.95209885	0.87580085	0.94323856	0.98896176	0.96827954	0.9529728	0.862574	0.9350345	0.98806745	0.88101315	0.7252318	0.9710469
dwingend/adj	0.9175835	0.9318135	0.82244074	0.7847657	0.81420916	0.7915511	0.957047	0.7741115	0.9630373	0.9489136	0.8188028	0.97881657	0.77782774	0.86786234	0.8316244	0.81771296	0.824525	0.8542465	0.8473222	0.9611048	0.8693694	0.94505626	0.90909785	0.78050154	0.95632094	0.8798996	0.83475745	0.93295497	0.89182556	0.6113974	0.83302426	0.8535707	0.9470638	0.8171766	0.7837324	0.8612784	0.90343493	0.92951965	0.680468	0.8688317	0.90286016	0.9000664	0.7173499	0.7149505	0.91213214	0.815136	0.95525753	0.8837679	0.6406132	0.8899195	0.9111869	0.86485124	0.82810146	0.805401	0.8822608	0.83887535	0.879846	0.78774166	0.76295406	0.85598224	0.7389537	0.9217429	0.8245087	0.8310291	0.8815577	0.97341025	0.938442	0.9721072	0.86113477	0.7794228	0.8789409	0.88565946	0.8683319	0.8752542	0.96360075	0.9478287	0.93949646	0.82727635	0.96820587	0.79921114	0.79317963	0.9284129	0.74953556	0.7336651	0.7854571	0.81624794	0.788479	0.6949167	0.9265563	0.8934356	0.90009475	0.95009303	0.94558746	0.8221941	0.93235385	0.8764393	0.8591771	0.9103046	0.903463	0.9180583	0.9435613	0.83392847	0.9287917	0.785813	0.9821432	0.8336166	0.9085224	0.97860587	0.87934554	0.85709596	0.9198053	0.88128847	0.78009963	0.98156106	0.9507296	0.7354698	0.786165	0.9134395	0.8308377	0.77992237	0.9329778	0.81573474	0.996928	0.91011906	0.82586634	0.9029918	0.86936307	0.84700274	0.8643127	0.6971227	0.7540301	0.98868746	0.7860865	0.8773934	0.9165985	0.9196389	0.89535934	0.9604071	0.8996236	0.8716751	0.7896673	0.7791547	0.81036174	0.8586876	0.8267696	0.9614416	0.94753367	0.8587337	0.94078976	0.94604796	0.7502097	0.84679055	0.8921579	0.97522306	0.8947546	0.8109586	0.84818685	0.79884326	0.8287567	0.85070187	0.97063166	0.96533227	0.7800847	0.9371387	0.90360177	0.8812416	0.8622776	0.965319	0.8142314	0.8552617	0.88607925	0.84604836	0.811526	0.76631045	0.9607266	0.80471325	0.8975566	0.8167727	0.85636747	0.8677543	0.864107	0.87053597	0.917474	0.9509293	0.96818554	0.8795988	0.9503865	0.9537843	0.0	0.90534633	0.81101537	0.8159528	0.9773637	0.86903876	0.9511166	0.9437239	0.907188	0.9754158	0.85380185	0.89272475	0.9094436	0.866984
pub/noun	0.8667851	0.94904464	0.9527567	0.820869	0.9219839	0.8981525	0.83093274	0.86938727	0.94450927	0.8068139	0.9347543	0.89869386	0.7814571	0.8410594	0.87551135	0.89250344	0.8765108	0.9546209	0.8733715	0.9796919	0.9406303	0.8257628	0.8808616	0.8969016	0.96158564	0.8202985	0.9375631	0.9709641	0.9379351	0.8079887	0.9002052	0.83685815	0.8820244	0.8620357	0.95660466	0.9510117	0.82585526	0.9294183	0.8612517	0.89031935	0.9365557	0.86960816	0.92489284	0.9577164	0.97477305	0.8866758	0.9324884	0.89850056	0.88964826	0.88100386	0.965326	0.9133331	0.92080057	0.8860923	0.88322824	0.911159	0.7676057	0.8341063	0.7917279	0.938007	0.8674934	0.95723116	0.95520955	0.9522856	0.8100642	0.9615805	0.90223616	0.94081837	0.87143487	0.9476464	0.57309115	0.90902257	0.97580856	0.9148867	0.8950259	0.9320728	0.82000893	0.83300984	0.98517865	0.94160724	0.5773786	0.95488214	0.89534396	0.8226273	0.8960374	0.9715328	0.8284137	0.88575774	0.8759197	0.9918878	0.7669808	0.9547376	0.9645473	0.88489205	0.9512692	0.7390281	0.80711275	0.9533926	0.94529873	0.9261343	0.89671725	0.86100847	0.9646886	0.94310665	0.8275614	0.7775068	0.787012	0.9479646	0.954388	0.9599879	0.9245821	0.9073725	0.9356371	0.9688917	0.8973305	0.89154124	0.86732894	0.94191384	0.8971096	0.8731398	0.9583297	0.8525524	0.9617782	0.90702957	0.7422708	0.9662929	0.930687	0.8956285	0.9120473	0.91385525	0.81805265	0.96070004	0.9372114	0.8169872	0.86301243	0.96645206	0.9506832	0.9355342	0.92078185	0.93261784	0.8857615	0.8852085	0.906171	0.9661458	0.8791901	0.93773806	0.975449	0.82777953	0.9973248	0.95658076	0.873029	0.8826028	0.9627896	0.95623	0.89928675	0.8299463	0.89361346	0.993534	0.659698	0.7889748	0.96810484	0.9460704	0.91107976	0.9870213	0.6390113	0.94585234	0.93732756	0.99055684	0.88935363	0.8607229	0.88457	0.87377185	0.93164927	0.8318037	0.86429274	0.75343895	0.851128	0.93763155	0.8844185	0.9355426	0.9457658	0.95755696	0.43297642	0.96987903	0.97406805	0.92832756	0.8601604	0.884708	0.90534633	0.0	0.8723277	0.8867508	0.98504245	0.9845389	0.9517037	0.96930397	0.8366707	0.9678424	0.88989925	0.8825973	0.88919836	0.95845187
vorm/noun	0.7321054	0.9410565	0.89896005	0.7456536	0.63087595	0.72219115	0.83056617	0.8095437	0.7710987	0.8643364	0.81322086	0.98976326	0.89694715	0.8685579	0.7530004	0.90498924	0.746112	0.7839692	0.8076361	0.96531576	0.63237643	0.78066975	0.8705339	0.7289598	0.75945973	0.72513765	0.64220023	0.7471385	0.75764513	0.7345089	0.695132	0.8191676	0.8583525	0.7947234	0.92494035	0.99446374	0.8580886	0.6253693	0.6241392	0.9227835	0.64432025	0.7330806	0.8619106	0.788859	0.7964876	0.73810434	0.71524554	0.7752743	0.79030013	0.76369935	0.7603125	0.71494603	0.51407385	0.81827104	0.72258914	0.8109621	0.79015446	0.71123016	0.89921975	0.8996215	0.7767435	0.6424999	0.73536474	0.77568156	0.88891304	0.88567525	0.7417207	0.7197486	0.66228193	0.9754483	0.8480483	0.61944115	0.9454994	0.8570234	0.8608716	0.79654884	0.77815264	0.7908057	0.95314646	0.9437736	0.8624459	0.86988163	0.82878643	0.80539787	0.8777091	0.61979985	0.73983335	0.69095826	0.91802937	0.9507357	0.7691274	0.81181204	0.8328915	0.70769846	0.9168363	0.8868188	0.832198	0.87600946	0.8470766	0.74009615	0.85712004	0.8237989	0.9627732	0.8355456	0.9367226	0.94770175	0.8720784	0.99440974	0.7888991	0.88910884	0.6987735	0.8072264	0.58444035	0.79047	0.9119766	0.7582867	0.8467375	0.816523	0.9577824	0.67923295	0.88574743	0.7125898	0.9374434	0.70297277	0.7871208	0.8808687	0.8301755	0.8869688	0.7101797	0.956864	0.8240827	0.9950778	0.69150245	0.925614	0.83753955	0.79190093	0.81014454	0.8195096	0.8204837	0.7745294	0.8711091	0.74148583	0.9868299	0.80346394	0.8417079	0.9371453	0.8782749	0.9532847	0.813247	0.9252345	0.86834913	0.9033735	0.6948167	0.7487186	0.83220255	0.6716057	0.89938676	0.87404424	0.94759876	0.6701809	0.7299551	0.82514024	0.8930534	0.7983303	0.9478119	0.78248227	0.80019534	0.8600914	0.65585077	0.7071202	0.9185453	0.71629333	0.87179077	0.8929144	0.7117861	0.7478514	0.68110704	0.91344196	0.80224186	0.6454294	0.93450314	0.7944793	0.8763369	0.82114375	0.88142353	0.94377196	0.7787694	0.95209885	0.81101537	0.8723277	0.0	0.97747046	0.8562773	0.97546625	0.8532027	0.97899055	0.66712415	0.91074324	0.7238818	0.8025172	0.84671867	0.89035815
sport_wereld/noun	0.98307043	0.93672574	0.8138251	0.8571166	0.9183888	0.8917471	0.96897984	0.88404864	0.81452584	0.98910475	0.862463	0.9749498	0.89922696	0.95746964	0.77024925	0.9176134	0.69890547	0.97624373	0.88007104	0.9541459	0.7632224	0.9228641	0.9218022	0.9168423	0.80416286	0.95432466	0.9689982	0.98321676	0.96300244	0.917293	0.79843163	0.862506	0.7197237	0.8915103	0.8593895	0.5436981	0.91933584	0.91828144	0.84135723	0.7127553	0.96007663	0.94141495	0.9433766	0.9624776	0.96797055	0.9766749	0.9871613	0.86147535	0.8372512	0.924542	0.94263315	0.9831888	0.97355676	0.760663	0.9096352	0.9658784	0.98681647	0.94353056	0.9361433	0.7952814	0.9435289	0.9602782	0.9569298	0.8859025	0.9562004	0.9448988	0.9460703	0.9904077	0.9013115	0.9492933	0.99353105	0.9239051	0.72332627	0.88795376	0.95625013	0.9687654	0.9439738	0.9256871	0.99421227	0.92372304	0.95634884	0.94204676	0.9063581	0.83153033	0.921417	0.9229153	0.9021796	0.8024354	0.9554522	0.97176147	0.9574931	0.9254338	0.95575786	0.90850383	0.8303188	0.9374805	0.9621735	0.9101725	0.9637416	0.9513345	0.9054879	0.9145037	0.98039556	0.9022604	0.9362086	0.96211267	0.9904776	0.9647761	0.96428156	0.8734643	0.88453925	0.9325476	0.84433013	0.99071795	0.9688969	0.94867295	0.9052304	0.97326535	0.9084139	0.804616	0.9373126	0.93306416	1.0	0.83896494	0.8491135	0.9217444	0.8853756	0.9866111	0.9863876	0.78832525	0.70564634	0.97086066	0.80769247	0.8646625	0.8233236	0.9792138	0.97720224	0.9720291	0.82559717	0.98004687	0.84115136	0.91230464	0.7707909	0.85594237	0.9103495	0.9912635	0.7146985	0.8392169	0.9754049	0.755149	0.76418006	0.9275294	0.9335814	0.96008515	0.9180426	0.70724046	0.9154773	0.9612785	0.94293654	0.9498076	0.9836945	0.9006188	0.84898514	0.9788109	0.81133753	0.8694443	0.9696109	0.99720186	0.92281455	0.9587544	0.83972776	0.8445517	0.7889476	0.91166025	0.9435813	0.9585929	0.93327576	0.8971354	0.8862978	0.9115351	0.8956214	0.95392364	0.9135235	0.9912014	0.9889057	0.92622524	0.9864654	0.87580085	0.8159528	0.8867508	0.97747046	0.0	0.9717621	0.9233324	0.9928593	0.99387103	0.90085155	0.9660207	0.9235773	0.783558	0.6667805	0.9719248
